basin,8,16,32,64,128,256
1139000,0.656636953,0.651953757,0.638755292,0.643173486,-0.036079884,0.129710197
1350080,0.513615489,0.514982253,0.502528906,0.512574017,0.030210137,0.096199691
3140000,0.39282757,0.39326179,0.364768803,0.374034464,0.013762891,0.044773459
4105700,0.833722398,0.820081815,0.811593056,0.819010884,-0.931998968,0.015601397
4196800,0.690921634,0.687957972,0.662352771,0.680427015,0.00956291,0.009122252
8109700,0.537683189,0.562471628,0.521551162,0.53889519,-2.54E-05,-0.004915476
8175000,0.496446669,0.514854163,0.527447969,0.510852486,-0.000572443,-0.005867362
9210500,0.961233266,0.967959858,0.95579461,0.959074393,-0.050794959,0.426906109
10336645,0.842332438,0.834128484,0.844538838,0.838230625,-0.010178447,0.229706585
12010000,0.489699066,0.528251946,0.58856228,0.58371383,-0.299045205,0.211465836
,0.6415,0.6476,0.6418,0.6460,-0.1275,0.1153
